Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
gold-and-lapis-lazuli-bird-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Necklace.jpeg?v=1419280361,,,,,,,,,,,,,,,,,,,
beaded-necklace-blue-swaziland,Blue Beaded Necklace - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Quazi Designs</strong></p>
<p>﻿<span>Recycled magazines are collected and transformed into original and stunning beaded necklaces available in an array of beautiful colours. Each necklace is handmade by local women in Swaziland who are empowered through skill sharing and income earning.</span></p>
<p>These necklaces make a statement, and are the perfect accessory to turn an everyday outfit into something unique. </p>",Quazi Designs,Necklaces & Pendants,"accessories, africa, blue, ethical, jewelry, necklaces, Quazi Designs, recycled, sustainable, Swaziland",TRUE,Title,Default Title,,,,,j3000605sw,300,shopify,3,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_B_d1b8e2a7-4c3b-4184-a689-8f3448095335.jpeg?v=1419280722,,FALSE,,,,,,,,,,,,,,,,,kg
beaded-necklace-blue-swaziland,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_B_fig_web.jpeg?v=1419280722,,,,,,,,,,,,,,,,,,,
beaded-collar-necklace-blue-swaziland,Blue Beaded Collar Necklace - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Quazi Designs</strong></p>
<p>﻿<span>Recycled magazines are collected and transformed into original and stunning beaded necklaces available in an array of beautiful colours. Each necklace is handmade by local women in Swaziland who are empowered through skill sharing and income earning.</span></p>
<p>These necklaces make a statement, and are the perfect accessory to turn any plain outfit into something unique. </p>",Quazi Designs,Necklaces & Pendants,"accessories, africa, blue, ethical, jewelry, necklaces, Quazi Designs, recycled, sustainable, Swaziland",TRUE,Title,Default Title,,,,,j3000600sw,300,shopify,2,deny,manual,42,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_G_40b2b4c7-8f12-4b31-85b4-0f6c505ed09c.jpeg?v=1419280725,,FALSE,,,,,,,,,,,,,,,,,kg
beaded-collar-necklace-blue-swaziland,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_G_fig_web.jpeg?v=1419280725,,,,,,,,,,,,,,,,,,,
beaded-necklace-black-swaziland,Black Beaded Necklace - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Quazi Designs</strong></p>
<p>﻿Recycled magazines are collected and transformed into original and stunning beaded necklaces available in an array of beautiful colours. Each necklace is handmade by local women in Swaziland who are empowered through skill sharing and income earning.</p>
<p>These necklaces make a statement, and are the perfect accessory to turn an everyday outfit into something unique. </p>
<div></div>",Quazi Designs,Necklaces & Pendants,"africa, black, ethical, necklaces, Quazi Designs, recycled, sustainable, Swaziland",TRUE,Title,Default Title,,,,,j3000155sw,300,shopify,2,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_D_fae54184-23bc-4026-a927-ea0f71ab7298.jpeg?v=1419280779,,FALSE,,,,,,,,,,,,,,,,,kg
beaded-necklace-black-swaziland,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_D_fig_web.jpeg?v=1419280779,,,,,,,,,,,,,,,,,,,
beaded-collar-necklace-black-swaziland,Black Beaded Collar Necklace - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Quazi Designs</strong></p>
<p>﻿<span>Recycled magazines are collected and transformed into original and stunning beaded necklaces available in an array of beautiful colours. Each necklace is handmade by local women in Swaziland who are empowered through skill sharing and income earning.</span></p>
<p>These necklaces make a statement, and are the perfect accessory to turn an everyday outfit into something unique. </p>",Quazi Designs,Necklaces & Pendants,"black, ethical, female empowerment, necklaces, Quazi Designs, recycled, sustainable, Swaziland",TRUE,Title,Default Title,,,,,j3000150sw,300,shopify,3,deny,manual,42,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_I_93cee827-47e2-4332-818d-d3c5e89c592c.jpeg?v=1419280782,,FALSE,,,,,,,,,,,,,,,,,kg
beaded-collar-necklace-black-swaziland,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QCollar_I_fig_web.jpeg?v=1419280783,,,,,,,,,,,,,,,,,,,
water-buffalo-clutch-in-red-pakistan,Water-buffalo Clutch in Red - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Polly &amp; Me</strong></p>
<p><strong></strong>This playful and stylish clutch features a cotton front that has been hand-embroidered with a graphic water-buffalo pattern in shades of red, cream and brown. The back and top handle are brown leather.</p>
<p>This bag is embroidered by women in central Chitral, in the mountains of Northern Pakistan. Here there are very few socially acceptable work opportunities for women outside the home. The production of these exquisite bags brings women artisans together and connects them to outside markets. Each is a piece of living art.<br><br><em>• Dimensions: 33cm x 29cm.</em></p>",Polly and Me,Handbag,"accessories, bags, clutch, Pakistan, Polly and Me, red, water buffalo",TRUE,Title,Default Title,,,,,a2110400pa,500,shopify,1,deny,manual,199,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_PurseB_014.jpeg?v=1419278906,,FALSE,,,,,,,,,,,,,,,,,kg
water-buffalo-clutch-in-red-pakistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_PurseBInside_443.jpeg?v=1419278906,,,,,,,,,,,,,,,,,,,
water-buffalo-clutch-in-red-pakistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/CLUTCHBROWNBACK.jpeg?v=1419278906,,,,,,,,,,,,,,,,,,,
water-buffalo-clutch-in-red-pakistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_PURSE_square_cdc3aefb-39c2-4b02-91e7-6cda41875e85.jpeg?v=1419278906,,,,,,,,,,,,,,,,,,,
pink-geometric-embroidered-tote-india,Pink Geometric Embroidered Tote - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>A beautiful statement piece that’s highly functional too! This gorgeous bag from House of Wandering Silk is lined with recycled and vintage kantha saris. The front is an exquisite embroidery; the back and handles are a luxurious, supple suede. </p>
<p>The bags are produced by a for profit production unit consisting of minority (Muslim) men.</p>
<p><em>• Dimensions: 43cm x 40cm.</em><br><em>• Handle: 26cm.</em></p>
<div><em> </em></div>",House of Wandering Silk,Handbag,"accessories, embroidery, handbags, House of Wandering Silk, India, totes",TRUE,Title,Default Title,,,,,a2300910in,400,shopify,1,deny,manual,279,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_tote_B_Front.jpeg?v=1419279664,,FALSE,,,,,,,,,,,,,,,,,kg
pink-geometric-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_Tote_B_Inside.jpeg?v=1419279664,,,,,,,,,,,,,,,,,,,
pink-geometric-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_tote_ABC_Back.jpeg?v=1419279664,,,,,,,,,,,,,,,,,,,
pink-geometric-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Purse_367_f3647a37-1bcd-443c-9bdc-b2002145677e.jpeg?v=1419279664,,,,,,,,,,,,,,,,,,,
pink-handbag,Pink Box Handbag - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Mahin Hussain</strong><br><br>This colourful bag in bright tones of pink and yellow is handmade using local leathers and textiles. It is the work by local designer Mahin Hussian and has been handcrafted by a team of artisans in a 50-year-old, family-owned workshop in Karachi, Pakistan. For decades the business has focused on screen-printing by hand, but now also has a stitching unit made up of a small group of male artisans.</p>
<p>•   <em>Dimensions: 34cm x 20cm.</em></p>",Mahin Hussain,Handbag,"Mahin Hussain, Pakistan, Purses & Clutches",TRUE,Title,Default Title,,,,,a2210900pa,500,shopify,1,deny,manual,99,199,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/A2210900PA_479.jpeg?v=1419279670,,FALSE,,,,,,,,,,,,,,,,,kg
pink-handbag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/a2210900pa_back.jpeg?v=1419279670,,,,,,,,,,,,,,,,,,,
light-brown-striped-wallet-india,Light Brown Striped Wallet - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>﻿These bright and playful wallets are made from colourful pieces of scrap leather with recycled cotton for the lining.</p>
<p>House of Wandering Silk works with an NGO partner, Green the Gap, who has a small production unit of migrant, minority (Muslim) workers. These men all live in the slums in Delhi where they receive training and a living wage from Green the Gap. </p>
<p><em>• Dimensions: 21cm x 11cm.</em></p>",House of Wandering Silk,Handbag,"accessories, brown, House of Wandering Silk, India, leather, wallet",TRUE,Title,Default Title,,,,,a2300802in,400,shopify,1,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsD_310.jpeg?v=1419280011,,FALSE,,,,,,,,,,,,,,,,,kg
light-brown-striped-wallet-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsD_313.jpeg?v=1419280011,,,,,,,,,,,,,,,,,,,
grey-striped-wallet-india,Grey Striped Wallet - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>These bright and playful wallets are made from colourful pieces of scrap leather with recycled cotton for the lining.</p>
<p>House of Wandering Silk works with an NGO partner, Green the Gap, who has a small production unit of migrant, minority (Muslim) workers. These men all live in the slums in Delhi where they receive training and a living wage from Green the Gap. </p>
<p><em>• Dimensions: 21cm x 11cm.</em></p>",House of Wandering Silk,Handbag,"accessories, grey, House of Wandering Silk, India, leather, wallet",TRUE,Title,Default Title,,,,,a2300120in,400,shopify,1,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsF_320.jpeg?v=1419280169,,FALSE,,,,,,,,,,,,,,,,,kg
grey-striped-wallet-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsF_322.jpeg?v=1419280169,,,,,,,,,,,,,,,,,,,
banjara-embroidered-tote-india,Gold Embroidered Tote - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>A beautiful statement piece that’s highly functional too! This gorgeous bag from House of Wandering Silk is lined with recycled and vintage kantha saris. The front is an exquisite embroidery; the back and handles are a luxurious white leather. </p>
<p>The bags are produced by a for profit production unit consisting of minority (Muslim) men.</p>
<p><em>• Dimensions: 43cm x 40cm.</em><br><em>• Handle: 26cm.</em></p>",House of Wandering Silk,Handbag,"accessories, banjara, embroidery, handbags, House of Wandering Silk, India, totes",TRUE,Title,Default Title,,,,,a2300200in,1500,shopify,0,deny,manual,279,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_BagA_392_copy.jpeg?v=1419280329,,FALSE,,,,,,,,,,,,,,,,,kg
banjara-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_BagABack_397_copy.jpeg?v=1419280329,,,,,,,,,,,,,,,,,,,
banjara-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_BagAInside_466_copy.jpeg?v=1419280329,,,,,,,,,,,,,,,,,,,
banjara-embroidered-tote-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Purse_367_dfb55cfe-d53c-48f5-a98a-5f45b6a42029.jpeg?v=1419280329,,,,,,,,,,,,,,,,,,,
dark-pink-striped-wallet-india,Dark Pink Striped Wallet - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>﻿These bright and playful wallets are made from colourful pieces of scrap leather with recycled cotton for the lining.</p>
<p>House of Wandering Silk works with an NGO partner, Green the Gap, who has a small production unit of migrant, minority (Muslim) workers. These men all live in the slums in Delhi where they receive training and a living wage from Green the Gap. </p>
<p><em>• Dimensions: 21cm x 11cm.</em></p>",House of Wandering Silk,Handbag,"accessories, dark pink, House of Wandering Silk, India, leather, wallet",TRUE,Title,Default Title,,,,,a2300905in,400,shopify,0,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsH_326.jpeg?v=1419280522,,FALSE,,,,,,,,,,,,,,,,,kg
dark-pink-striped-wallet-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsH_328.jpeg?v=1419280522,,,,,,,,,,,,,,,,,,,
dark-brown-striped-wallet-india,Dark Brown Striped Wallet - India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: House of Wandering Silk</strong></p>
<p>These bright and playful wallets are made from colourful pieces of scrap leather with recycled cotton for the lining.</p>
<p>House of Wandering Silk works with an NGO partner, Green the Gap, who has a small production unit of migrant, minority (Muslim) workers. These men all live in the slums in Delhi where they receive training and a living wage from Green the Gap. </p>
<p><em>• Dimensions: 21cm x 11cm.</em></p>",House of Wandering Silk,Handbag,"accessories, dark brown, House of Wandering Silk, India, leather, wallets",TRUE,Title,Default Title,,,,,a2300803in,400,shopify,1,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsG_323.jpeg?v=1419280532,,FALSE,,,,,,,,,,,,,,,,,kg
dark-brown-striped-wallet-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_WalletsG_325.jpeg?v=1419280532,,,,,,,,,,,,,,,,,,,
blue-handbag,Blue Box Handbag - Pakistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Mahin Hussain</strong><br><br>This colourful bag in bright tones of blue, emerald and pink is handmade using local leathers and textiles. It is the work of local designer Mahin Hussain and has been handcrafted by a team of artisans in a 50-year-old, family-owned workshop in Karachi, Pakistan.<br><br>For decades the business has focused on screen-printing by hand, but now also has a stitching unit made up of a small group of male artisans.</p>
<p><em>•   Dimensions: 34cm x 20cm.</em></p>",Mahin Hussain,Handbag,"Mahin Hussain, Pakistan, Purses & Clutches",TRUE,Title,Default Title,,,,,a2210600pa,500,shopify,2,deny,manual,99,199,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/a2110600pa_494.jpeg?v=1419280719,,FALSE,,,,,,,,,,,,,,,,,kg
blue-handbag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/a2110600pa_back.jpeg?v=1419280719,,,,,,,,,,,,,,,,,,,
twisted-weave-ring-afghanistan,Twisted Weave Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong></p>
<p>Kunzite, amethyst and peridot stones are clustered together to form a beautiful twisted weave ring. Wear it on its own, or paired with the matching necklace and earrings for a fabulous statement! Handcrafted by Javid Noori in collaboration with UK designer Pippa Small for Turquoise Mountain, they are set in 18 kt gold-plate and the stones are all locally sourced in Afghanistan.<br><br>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Rings,"Afghanistan, javid noori, Jewelry, Pippa Small, Rings, Turquoise Mountain",TRUE,Size,Size 6,,,,,j1313632af,400,shopify,1,deny,manual,237,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Turq_Mount_Ring_006_copy.jpeg?v=1419278968,,FALSE,,,,,,,,,,,,,,,,,kg
twisted-weave-ring-afghanistan,,,,,,,,Size 7,,,,,j1315512af,400,shopify,1,deny,manual,237,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Turq_Mount_Ring_006A.jpeg?v=1419278968,,,,,,,,,,,,,,,,,,,kg
twisted-weave-ring-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMRings_B_fig_web.jpeg?v=1419278968,,,,,,,,,,,,,,,,,,,
silver-lapis-lazuli-ring,Silver Lapis Lazuli Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>This dramatic, oversized handmade ring has a distinctly organic appeal with its smooth tumbled Afghan lapis lazuli stone that begs to be touched. It is set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually featuring precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>",Shugufa Yousofzai,Rings,"Afghanistan, Jewelry, Shugufa Yousofzai",TRUE,Size,6,,,,,j1106113af,100,shopify,2,deny,manual,85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1105113af_332.jpeg?v=1419279342,,FALSE,,,,,,,,,,,,,,,,,kg
silver-lapis-lazuli-ring,,,,,,,,7,,,,,j1107113af,100,shopify,1,deny,manual,85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1105113af_331.jpeg?v=1419279342,,,,,,,,,,,,,,,,,,,kg
silver-lapis-lazuli-ring,,,,,,,,8,,,,,j1108113af,100,shopify,3,deny,manual,85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Rings.jpeg?v=1419279342,,,,,,,,,,,,,,,,,,,kg
pipe-ring,Pipe Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Blue Diamond</strong></p>
<p>Handcrafted from brass, this bold and graphic ring features a stunning ruby-red agate flanked by lapis lazuli accents. All the stones are locally sourced in Afghanistan.<br><br>A collaboration between the Kabul-based Blue Diamond jewelry workshop and UK designer Hattie Rickards, the design of this piece is based on the jali (lattice) patterns dominant in Afghan architecture. Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and a high level of craftsmanship.</p>",Blue Diamond,Rings,"Afghanistan, Blue Diamond, Jewelry",TRUE,Size,5,,,,,j1225122af,100,shopify,3,deny,manual,225,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1220122af_316.jpeg?v=1419279645,,FALSE,,,,,,,,,,,,,,,,,kg
pipe-ring,,,,,,,,6,,,,,j1226122af,100,shopify,3,deny,manual,225,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Rings_2.jpeg?v=1419279645,,,,,,,,,,,,,,,,,,,kg
pipe-ring,,,,,,,,7,,,,,j1227122af,100,shopify,2,deny,manual,225,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_PanoNecklaces_4.jpeg?v=1419279645,,,,,,,,,,,,,,,,,,,kg
occulus-ring,Occulus Ring - Afganistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Blue Diamond</strong></p>
<p>Handcrafted from brass, this stunning multi-tiered ring features a mix of precious and semiprecious stones, including agate and lapis lazuli, which are locally sourced in Afghanistan. <br><br>A collaboration between the Kabul-based Blue Diamond jewelry workshop and UK designer Hattie Rickards, the design of this piece is based on the jali (lattice) patterns dominant in Afghan architecture. Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and a high level of craftsmanship.</p>",Blue Diamond,Rings,"Afghanistan, Blue Diamond, Jewelry",TRUE,Size,5,,,,,j1210592af,100,shopify,4,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1210692af_340.jpeg?v=1419279851,,FALSE,,,,,,,,,,,,,,,,,kg
occulus-ring,,,,,,,,6,,,,,j1210692af,100,shopify,1,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Rings_3.jpeg?v=1419279851,,,,,,,,,,,,,,,,,,,kg
occulus-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_PanoNecklaces.jpeg?v=1419279851,,,,,,,,,,,,,,,,,,,
lapis-round-ring-afghanistan,Lapis Round Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Javid Noori</strong></p>
<p>﻿Set in 18kt gold-plate silver and designed by UK designer Pippa Small, this fun and wearable ring is handcrafted by Javid Noori for Turquoise Mountain and showcases Afghanistan's most popular stone, lapis lazuli.</p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Rings,"accessories, Afghanistan, javid noori, Jewelry, Pippa Small, Rings, Turquoise Mountain",TRUE,Size,Size 6,,,,,j1313112af,400,shopify,1,deny,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Turq_Mount_Ring_003_copy.jpeg?v=1419280104,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-round-ring-afghanistan,,,,,,,,Size 8,,,,,j1315112af,400,shopify,3,deny,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/28_front.jpeg?v=1419280104,,,,,,,,,,,,,,,,,,,kg
lapis-round-ring-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMRings_A_fig_web_e51d5a46-a760-48f0-8317-3bf8738f05e7.jpeg?v=1419280104,,,,,,,,,,,,,,,,,,,
lapis-granule-ring-afghanistan,Lapis Granule Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Javid Noori</strong>
</p>
<p>Set in 18kt gold-plate silver and designed by UK designer Pippa Small, this fun and wearable ring in handcrafted by Javid Noori for Turquoise Mountain and showcases Afghanistan's most popular stone, lapis lazuli.</p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Rings,"accessories, Afghanistan, javid noori, Jewelry, Lapis, Pippa Small, Rings, Turquoise Mountain",TRUE,Size,Size 6,,,,,j1303112af,400,shopify,3,deny,manual,114,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/20_front.jpeg?v=1419280108,,FALSE,,,,,,,,,,,,,,,,,kg
lapis-granule-ring-afghanistan,,,,,,,,Size 7,,,,,j1304112af,400,shopify,1,deny,manual,114,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/20_side.jpeg?v=1419280108,,,,,,,,,,,,,,,,,,,kg
lapis-granule-ring-afghanistan,,,,,,,,Size 8,,,,,j1305112af,400,shopify,1,deny,manual,114,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMRings_A_fig_web.jpeg?v=1419280108,,,,,,,,,,,,,,,,,,,kg
