Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
gold-plated-lapis-ring,Gold Plate Lapis Ring - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>This dramatic, oversized handmade ring has a distinctly organic appeal with its smooth tumbled Afghan lapis lazuli stone that begs to be touched. It is set in 18-kt-gold plated silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually featuring precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>",Shugufa Yousofzai,Rings,"Afghanistan, Jewelry, Shugufa Yousofzai",TRUE,Size,6,,,,,j1106112af,100,shopify,1,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1105112af_334.jpeg?v=1419280261,,FALSE,,,,,,,,,,,,,,,,,kg
gold-plated-lapis-ring,,,,,,,,7,,,,,j1107112af,100,shopify,2,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j1105112af_338.jpeg?v=1419280261,,,,,,,,,,,,,,,,,,,kg
gold-plated-lapis-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Rings_1.jpeg?v=1419280261,,,,,,,,,,,,,,,,,,,
zawadi-earrings-kenya,Zawadi Earrings - Kenya,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Bombolulu</strong></p>
<p>Meaning 'gift' in Swahili, these simple Zawadi coin-like earrings hang elegantly from oversized brass earring hooks. Pair with our Zawadi necklace for a classic look.</p>
<p><span>This piece is a collaboration between Hiro &amp; Wolf and Kenyan based Bombolulu. It is </span><span>Fair Trade </span><span>certified and helps to provide employment to artisans with physical disabilities in addition to preserving traditional African craft techniques.</span></p>
<p><em>• Dimensions: 6cm x 2cm.</em></p>
<ul></ul>",Bombolulu,Earrings,"accessories, African, Bombolulu, Earrings, Hiro + Wolf, Jewelry, Kenya",TRUE,Title,Default Title,,,,,j2070002ke,300,shopify,6,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsB_346.jpeg?v=1419278853,,FALSE,,,,,,,,,,,,,,,,,kg
zawadi-earrings-kenya,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery1F_007.jpeg?v=1419278853,,,,,,,,,,,,,,,,,,,
zawadi-earrings-kenya,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery1S_009.jpeg?v=1419278853,,,,,,,,,,,,,,,,,,,
twisted-weave-earrings-afghanistan,Twisted Weave Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Javid Noori</strong>
</p>
<p>Kunzite, amethyst and peridot stones are clustered together to form these pretty twisted weave earrings. Wear them on their own, or paired with the matching necklace and ring for a fabulous statement! Designed by UK designer Pippa Small and handcrafted by Javid Noori for Turquoise Mountain. They are set in 18 kt gold-plate and the stones are all locally sourced in Afghanistan.<br><br>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.</p>",Turquoise Mountain,Earrings,"Afghanistan, Earrings, javid noori, Jewelry, Pippa Small, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2500632af,400,shopify,3,deny,manual,303,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Twisted_Earrings.jpeg?v=1419278973,,FALSE,,,,,,,,,,,,,,,,,kg
turquoise-star-earrings-afghanistan,Turquoise Star Earrings - Afghanistan/India,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Aayenda</strong></p>
<p>Handcrafted gold plated stars are adorned with a lovely turquoise bead in these subtle yet striking earrings. The Aayenda jewelry line is designed by Afghan students who are trained and mentored in jewelry-making and gem-cutting in India. This first collection was produced in Jaipur.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.<strong><br></strong></p>",Aayenda,Earrings,"Aayenda, accessories, Afghanistan, Earrings, Jewelry",TRUE,Title,Default Title,,,,,j2500611af,300,shopify,3,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsF_357_copy.jpeg?v=1419279003,,FALSE,,,,,,,,,,,,,,,,,kg
turquoise-star-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery7C_056_copy.jpeg?v=1419279003,,,,,,,,,,,,,,,,,,,
turquoise-star-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery7F_029_copy.jpeg?v=1419279003,,,,,,,,,,,,,,,,,,,
turquoise-bead-hoop-earrings-swaziland,Turquoise Bead Hoop Earrings - Swaziland,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Quazi Designs</strong>
</p>
<p>﻿Recycled magazines are collected and transformed into original and stunning beaded earrings. They are handmade by local women in Swaziland who are empowered through skill sharing and income earning.<br>All earrings come packaged with an African inspired card, depicting the many faces of Africa and printed on recycled paper.</p>",Quazi Designs,Earrings,"accessories, africa, artisanal, beaded, earrings, ethical, handcrafted, jewelry, recycled, sustainable, swaziland, turquoise",TRUE,Title,Default Title,,,,,j2050610sw,400,shopify,5,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QEarring_B_445394ce-5965-4e87-9e46-668adb41f9dd.jpeg?v=1419279046,,FALSE,,,,,,,,,,,,,,,,,kg
turquoise-bead-hoop-earrings-swaziland,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_QEarring_B_fig_web.jpeg?v=1419279046,,,,,,,,,,,,,,,,,,,
turkman-earrings-afghanistan,Turkman Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p>
  <strong>Artisan: Javid Noori</strong>
</p>
<p>These kunzite drop earrings set in gold-plate are unique and perfect for day or night. Stunning on their own, or coupled with the matching necklace and ring, they are sure to make a fabulous statement! Designed by UK designer Pippa Small and handcrafted by Javid Noori for Turquoise Mountain, the kunzite is locally sourced in Afghanistan.</p>
<p>Afghanistan is home to an array of spectacular gems, most of which are cultivated from the northeast ancient mines of the Hindu Kush mountains.<br>  </p>",Turquoise Mountain,Earrings,"Afghanistan, Earrings, Jewelry, Pippa Small, Turquoise Mountain",TRUE,Title,Default Title,,,,,j2500912af,300,shopify,1,deny,manual,246,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMEarring_B_dbc450ab-5bcc-42e2-9bd8-1f13625beb5a.jpeg?v=1419279095,,FALSE,,,,,,,,,,,,,,,,,kg
turkman-earrings-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/14008FAW-PRO_TMEarring_B_fig_web.jpeg?v=1419279095,,,,,,,,,,,,,,,,,,,
soft-grey-silk-scarf-silver-aquamarine-studs-afghanistan,Soft Grey Silk Scarf + Silver Aquamarine Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisans: Saleh Fine Silks and Shugufa Yousofzai</strong></p>
<p>The perfect gift set for the holidays - our bestselling silk scarves and studs from Afghanistan are available for a limited time for a special price.</p>
<p>Scarf:</p>
<p><em>• 100% silk - dry clean only.</em> <br><em>• Dimensions: 190cm x 65cm.</em></p>
<p>Studs:</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d.</em></p>",Shugufa Yousofzai,Earrings,"accessories, Afghanistan, Jewelry, Saleh Fine Silks, scarves, Shugufa Yousofzai, Studs",TRUE,Title,Default Title,,,,,"a3320120af, j2100523af",800,shopify,1,deny,manual,145,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/Soft_Grey_Silk_Scarf_Silver_Aquamarine_Studs.jpeg?v=1419279204,,FALSE,,,,,,,,,,,,,,,,,kg
soft-grey-silk-scarf-silver-aquamarine-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Silver_Aquamarine_Studs.jpeg?v=1419279204,,,,,,,,,,,,,,,,,,,
soft-grey-silk-scarf-silver-aquamarine-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Women_with_Soft_Grey_Silk_Scarf.jpeg?v=1419279204,,,,,,,,,,,,,,,,,,,
soft-grey-silk-scarf-silver-aquamarine-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/Women_with_Silver_Aquamarine_Studs.jpeg?v=1419279204,,,,,,,,,,,,,,,,,,,
silver-tourmaline-studs,Silver Tourmaline Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan tourmalines which embody a one-of-a-kind elegance. They are set in sterling silver. While the quality is of the highest standard, please note that the colour may vary as this gemstone comes in a variety of different shades.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .4"" (1.0cm) d.</em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100223af,100,shopify,8,deny,manual,119,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/082013_HEDVIG0961.jpeg?v=1419279307,,FALSE,,,,,,,,,,,,,,,,,kg
silver-tourmaline-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery12_041.jpeg?v=1419279307,,,,,,,,,,,,,,,,,,,
silver-ruby-studs,Silver Ruby Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan rubies which embody a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100323af,100,shopify,4,deny,manual,189,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2100323af_060.jpeg?v=1419279326,,FALSE,,,,,,,,,,,,,,,,,kg
silver-ruby-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery11_039.jpeg?v=1419279326,,,,,,,,,,,,,,,,,,,
silver-ruby-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Studs_5.jpeg?v=1419279326,,,,,,,,,,,,,,,,,,,
silver-pink-quarts-studs-afghanistan,Silver Pink Quartz Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan pink quartz which embody a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .3"" (.8cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Jewelry, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100923af,100,shopify,13,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/13038FAW_PRO_EarringsG_RS_375_aa344e93-b00b-4e56-9760-f53841dcd177.jpeg?v=1419279330,,FALSE,,,,,,,,,,,,,,,,,kg
silver-pink-quarts-studs-afghanistan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery15_046.jpeg?v=1419279330,,,,,,,,,,,,,,,,,,,
silver-lapis-lazuli-studs,Silver Lapis Lazuli Studs - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Delicate yet bold, these studs feature uncut Afghan lapis lazuli which embodies a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually features precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d.</em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2100123af,100,shopify,15,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2100123af_051.jpeg?v=1419279334,,FALSE,,,,,,,,,,,,,,,,,kg
silver-lapis-lazuli-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13039FAW_PRO_SQ_Jewellery17_049.jpeg?v=1419279334,,,,,,,,,,,,,,,,,,,
silver-lapis-lazuli-studs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0720/4417/products/13015FAW_PRO_Studs_3.jpeg?v=1419279334,,,,,,,,,,,,,,,,,,,
silver-lapis-lazuli-flower-earrings,Silver Lapis Lazuli Flower Earrings - Afghanistan,"<p><strong>Artisan: Javid Noori</strong></p>
<p>Handcrafted from sterling silver, these floral drop earrings feature lapis lazuli which is locally sourced in Afghanistan.<br><br>A collaboration between Afghan jewelry maker Javid Noori and UK designer Pippa Small, this piece is from a collection that draws inspiration from the time when Afghanistan was the heart of Asia and a central destination on the Silk Road. It is inspired by ancient Afghan jewelry – most notably the Bactrian Gold – which is renowned for using indigenous gems, in particular the famous Afghan lapis lazuli.</p>",Javid Noori,Earrings,"Afghanistan, Earrings, Javid Noori",TRUE,Title,Default Title,,,,,j2300123af,100,shopify,8,deny,manual,119,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/j2300123af_1.jpeg?v=1419279352,,FALSE,,,,,,,,,,,,,,,,,kg
silver-lapis-lazuli-drop-earrings,Silver Lapis Lazuli Drop Earrings - Afghanistan,"<p><em>This is a demonstration store. You can purchase this product from <a href=""http://www.farandwidecollective.com/"" target=""_blank"">Far &amp; Wide Collective</a></em></p><p><strong>Artisan: Shugufa Yousofzai</strong></p>
<p>Utterly feminine, these drop earrings feature uncut Afghan lapis lazuli which embodies a one-of-a-kind elegance. They are set in sterling silver.<br><br>Afghanistan has a jewelry tradition that goes back more than 2,000 years, most famously exhibited in the Bactrian Gold Collection created around the time of Alexander the Great. It is a rare blend of aesthetic influences (from Persian and Indian to Classical Greek and Roman) and an incredibly high level of craftsmanship. Its jewelry usually featuring precious and semiprecious stones, including tourmalines, lapis lazuli, rubies, aquamarine and emeralds, which are left mostly uncut to reflect an ancient and rustic Afghan tradition.</p>
<p><em>• Dimensions: approximately .5"" (1.3cm) d. </em></p>",Shugufa Yousofzai,Earrings,"Afghanistan, Earrings, Shugufa Yousofzai",TRUE,Title,Default Title,,,,,j2105123af,100,shopify,8,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0720/4417/products/earing_lapus_silver101.jpeg?v=1419279356,,FALSE,,,,,,,,,,,,,,,,,kg
